[2024-05-21 00:00:09.318] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:03:01.711] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:03:31.715] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:04:01.724] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:21:47.093] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:22:17.098] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:22:47.099] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:23:17.106] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:23:47.107] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:26:21.487] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:26:51.498] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:27:21.506] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:27:51.514] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:28:21.525] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:46:43.742] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:47:13.752] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:47:43.762] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 04:48:13.769] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:06:27.030] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:06:57.035] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:07:27.045] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:07:57.054] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:24:07.380] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:24:37.371] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:25:07.378] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:25:37.382] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:26:07.388] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:26:37.395] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:27:07.405] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:27:37.409] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:28:07.416] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:28:37.423] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:29:07.432] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:29:37.436] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:30:07.439] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:30:37.450] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:31:07.452] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:31:37.454] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:32:07.461] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:32:37.468] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:33:07.477] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:33:37.488] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:34:07.498] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:34:37.501] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:35:07.506] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:35:37.516] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:36:07.526] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:36:37.535] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:37:07.545] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:37:37.552] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:38:07.557] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:38:37.563] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:39:07.564] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:39:37.571] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:40:07.575] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:40:37.581] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:41:07.591] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
[2024-05-21 05:41:37.598] [INFO ] [xxl-job, executor ExecutorRegistryThread] [com.xxl.job.core.thread.ExecutorRegistryThread] [?] [?] - >>>>>>>>>>> xxl-job registry fail, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='xxl-job-executor-sample1', registryValue='http://10.211.55.2:9999/'}, registryResult:ReturnT [code=500, msg=xxl-job remoting error(Connection refused (Connection refused)), for url : http://127.0.0.1:30020/xxl-job-admin/api/registry, content=null]
